id,Convert Video to Mp3 Plus,Word Connect : Wordscapes 2021,Skat LITE,Color Splash for iPad,Medication Reminder & Refills,SHIFTAR: Work schedule planner,Wallpapers for Roblox Robux HD,SongShift,Teleprompter Pro 2,Forbidden Desert,Easy Calendar,NICU2HOME: Supporting Preemies,Toddler games: for 2 year olds,Dialup: Reviving the Phone,Astrolis Horoscopes & Tarot,Immediate Contact Transfer,MCECU Mobile,Atlantic Aviation,Mechanics Bank Mobile Banking,FGTeeV Goozy,Lirica - Learn Languages,Book of the Month,Office Design 3D,Take a Name LDS Family History,Cats and Sharks,Journey Planner / Map -Transit,Webull: Investing & Trading,Idle Skies,Nyjah Huston: #Skatelife,Hidden Expedition: Mithridates,Barcos Pro - Barcode Scanner,GDI Mobile,Lugmety,Five Nights at Freddy's 4,Five Suits Lite,Kawa & Khaje,Lathe Machine 3D,Sudoku ▦,Hidden Objects Game - Romance,Circle Pool,Valentine's Day & Love Frames,CREATIFY - Art Coloring Game,Dungeon Corporation,Multifly: Multiplication Game,XAPiT,Twins Babysitter Daycare Game,Mr Spy - Bullet Agent,Learn 3 Letter Words Spelling,NRLFCU Mobile Banking,RadarBox · Live Flight Tracker
485.0,,,3.0,,5.0,,,,,,5.0,3.0,4.0,,,3.0,2.0,,,,2.0,5.0,3.0,,,,4.0,3.0,,,,3.0,2.0,,,,4.0,2.0,2.0,,,4.0,4.0,,1.0,,3.0,2.0,,4.0
486.0,2.0,2.0,,,,,3.0,,,5.0,5.0,,,4.0,,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,4.0,1.0,,,,3.0,1.0,4.0,3.0,,,4.0,,3.0,4.0,,,4.0,4.0,,4.0,4.0
487.0,,1.0,1.0,,,,3.0,,,1.0,,3.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,4.0,,,2.0,1.0,4.0,,5.0,,3.0,5.0,,,,,,2.0,4.0,3.0,,,4.0,3.0,,1.0,3.0,,3.0,4.0,,
488.0,4.0,,,,5.0,,5.0,,3.0,,,5.0,1.0,1.0,3.0,,3.0,5.0,,1.0,5.0,,1.0,,,,5.0,4.0,,5.0,2.0,,5.0,1.0,,,1.0,,,1.0,3.0,5.0,,2.0,,1.0,4.0,2.0,3.0,5.0
489.0,,,,,,,,2.0,2.0,3.0,3.0,3.0,,1.0,5.0,1.0,1.0,3.0,,,1.0,,4.0,3.0,3.0,2.0,,1.0,4.0,1.0,,1.0,,4.0,,,,,,2.0,1.0,,5.0,,5.0,1.0,,,2.0,
490.0,4.0,,,5.0,,4.0,4.0,3.0,,5.0,3.0,1.0,,1.0,,4.0,,1.0,3.0,4.0,5.0,3.0,,3.0,,5.0,,,5.0,5.0,2.0,5.0,1.0,,,,4.0,,,1.0,1.0,5.0,4.0,,2.0,1.0,4.0,,5.0,4.0
491.0,2.0,,,,,2.0,,,,4.0,5.0,,5.0,3.0,,5.0,2.0,,4.0,2.0,1.0,2.0,,1.0,,3.0,,1.0,,,,1.0,1.0,5.0,,,2.0,4.0,4.0,,,4.0,,4.0,,4.0,4.0,1.0,2.0,3.0
492.0,,,,,4.0,2.0,4.0,3.0,,,1.0,,4.0,,1.0,1.0,5.0,2.0,,4.0,1.0,,3.0,,5.0,,4.0,5.0,4.0,2.0,5.0,4.0,,,2.0,,4.0,3.0,2.0,4.0,,5.0,2.0,,,1.0,,4.0,1.0,
493.0,5.0,,5.0,2.0,3.0,,4.0,4.0,4.0,,5.0,,,,3.0,,5.0,,,,2.0,,,,,1.0,2.0,5.0,2.0,4.0,4.0,,,3.0,,,3.0,1.0,,5.0,3.0,,5.0,,,4.0,2.0,2.0,3.0,2.0
494.0,,5.0,1.0,,,,4.0,,3.0,2.0,,3.0,5.0,,1.0,3.0,5.0,,,,4.0,2.0,4.0,3.0,2.0,3.0,,2.0,,,5.0,5.0,,,4.0,,,,,,1.0,2.0,4.0,,,,1.0,,5.0,3.0
495.0,2.0,,4.0,,,5.0,4.0,4.0,,3.0,1.0,1.0,,,,5.0,,5.0,,,3.0,4.0,,1.0,,,5.0,1.0,,3.0,,,2.0,2.0,,,2.0,4.0,1.0,1.0,4.0,,,,,,3.0,2.0,4.0,
496.0,2.0,,,,1.0,,3.0,1.0,,,,3.0,3.0,,5.0,2.0,,5.0,1.0,4.0,,,,,3.0,1.0,2.0,2.0,3.0,4.0,3.0,,,3.0,,,5.0,3.0,,2.0,1.0,2.0,,,4.0,,,,,
497.0,1.0,5.0,,,,,1.0,,1.0,1.0,2.0,,,,,3.0,2.0,4.0,,,2.0,,2.0,1.0,,,,4.0,,5.0,,2.0,,,,5.0,2.0,,1.0,,1.0,,2.0,4.0,1.0,4.0,,,5.0,5.0
498.0,,1.0,3.0,,,,3.0,,1.0,5.0,3.0,1.0,,2.0,,1.0,,3.0,2.0,1.0,5.0,,3.0,,1.0,2.0,,1.0,,5.0,,,,5.0,,1.0,1.0,1.0,3.0,2.0,1.0,,4.0,3.0,,4.0,,,,3.0
499.0,3.0,,2.0,5.0,4.0,1.0,,,5.0,5.0,,,3.0,4.0,3.0,,,3.0,2.0,,,,5.0,,,,,,2.0,,,,5.0,,,,2.0,,5.0,,4.0,,,2.0,,3.0,,,,
500.0,,,4.0,3.0,5.0,,5.0,3.0,2.0,1.0,1.0,2.0,4.0,,2.0,,1.0,,,,5.0,2.0,,,3.0,2.0,,,4.0,1.0,,4.0,,,,3.0,1.0,2.0,,,,3.0,1.0,4.0,2.0,,4.0,5.0,,
501.0,,3.0,3.0,5.0,5.0,5.0,2.0,,,,1.0,,,4.0,,4.0,1.0,,,1.0,,4.0,3.0,2.0,,1.0,4.0,5.0,,3.0,5.0,,,,,2.0,,,,3.0,,2.0,,2.0,,,3.0,2.0,5.0,4.0
502.0,,5.0,,,,,1.0,1.0,,3.0,,1.0,2.0,5.0,,,3.0,,2.0,4.0,,,5.0,5.0,,,2.0,,1.0,4.0,3.0,5.0,,2.0,5.0,2.0,,,,,,,2.0,,3.0,,,,5.0,
503.0,,5.0,3.0,5.0,,1.0,2.0,,1.0,,,1.0,4.0,,3.0,5.0,1.0,3.0,5.0,,5.0,,2.0,3.0,,1.0,3.0,1.0,2.0,4.0,,,5.0,,1.0,,3.0,5.0,,5.0,,5.0,,,,5.0,,,2.0,3.0
504.0,5.0,4.0,3.0,3.0,,,,,1.0,,3.0,1.0,2.0,,2.0,,1.0,3.0,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,4.0,,4.0,,3.0,,1.0,,5.0,1.0,,,,1.0,,4.0,2.0,5.0,3.0,,
505.0,4.0,2.0,4.0,5.0,2.0,2.0,,,,1.0,,1.0,,2.0,,,2.0,,,2.0,,,3.0,,4.0,4.0,1.0,,,1.0,5.0,,1.0,4.0,1.0,,,1.0,4.0,,,5.0,1.0,,1.0,,1.0,2.0,,
506.0,,4.0,,,,,5.0,,1.0,,5.0,2.0,2.0,,5.0,4.0,3.0,,5.0,,,2.0,1.0,,3.0,5.0,,3.0,5.0,,5.0,,4.0,,,,4.0,4.0,,1.0,5.0,3.0,4.0,,2.0,,3.0,2.0,3.0,1.0
507.0,2.0,,4.0,,4.0,4.0,4.0,,,,3.0,,,,4.0,4.0,2.0,1.0,1.0,,,,,1.0,,,,3.0,,4.0,,1.0,1.0,,5.0,,,5.0,2.0,2.0,,,4.0,4.0,5.0,,,2.0,2.0,
508.0,,,,,,,1.0,,1.0,,1.0,,3.0,,,,,2.0,1.0,4.0,,,,2.0,2.0,,,5.0,4.0,,1.0,2.0,,3.0,,,,5.0,5.0,2.0,2.0,1.0,,,,1.0,,,,
509.0,4.0,5.0,,3.0,,,,1.0,,5.0,4.0,2.0,,2.0,,3.0,,1.0,1.0,1.0,4.0,5.0,5.0,,1.0,2.0,2.0,,3.0,2.0,5.0,,3.0,5.0,,2.0,1.0,,3.0,,,2.0,,5.0,4.0,4.0,,,1.0,5.0
510.0,,,4.0,,5.0,,,,3.0,,,,3.0,4.0,4.0,5.0,,,,1.0,5.0,,,,,,,3.0,2.0,2.0,,,4.0,1.0,4.0,1.0,4.0,,,3.0,4.0,,2.0,3.0,,5.0,,3.0,,
511.0,,3.0,3.0,,3.0,1.0,4.0,4.0,,3.0,4.0,,5.0,,,,4.0,,1.0,2.0,4.0,5.0,2.0,1.0,,4.0,,,5.0,,2.0,,,3.0,1.0,5.0,,5.0,2.0,3.0,2.0,,2.0,,4.0,,,2.0,1.0,2.0
512.0,,4.0,5.0,,,,,2.0,,,5.0,4.0,5.0,3.0,1.0,4.0,,5.0,5.0,,2.0,5.0,5.0,,5.0,,5.0,2.0,2.0,5.0,5.0,2.0,5.0,,,3.0,4.0,4.0,,3.0,4.0,3.0,,1.0,4.0,,,1.0,,3.0
513.0,,,5.0,2.0,1.0,3.0,2.0,,4.0,,,,4.0,,1.0,3.0,2.0,,2.0,,,2.0,,,5.0,5.0,,3.0,3.0,,,1.0,5.0,,3.0,,,5.0,5.0,,5.0,,,1.0,4.0,2.0,5.0,,,2.0
514.0,5.0,2.0,,,,5.0,1.0,,3.0,,4.0,1.0,4.0,3.0,1.0,2.0,,4.0,,1.0,2.0,,2.0,,,,2.0,,2.0,4.0,,4.0,4.0,,,2.0,1.0,,,,2.0,5.0,,1.0,,3.0,,,,
515.0,,3.0,,5.0,2.0,,,,3.0,,4.0,5.0,,2.0,1.0,3.0,4.0,5.0,4.0,3.0,,2.0,3.0,,1.0,1.0,,5.0,2.0,,1.0,1.0,,5.0,,,,5.0,,,,3.0,,,4.0,1.0,,5.0,1.0,2.0
516.0,,,2.0,,5.0,2.0,4.0,,,3.0,,5.0,3.0,,,,,3.0,1.0,5.0,,3.0,2.0,3.0,3.0,5.0,5.0,,,3.0,,2.0,,,3.0,4.0,,1.0,3.0,1.0,,,2.0,2.0,2.0,,1.0,3.0,4.0,
517.0,,,,5.0,1.0,,4.0,,5.0,4.0,,,4.0,2.0,,1.0,,2.0,3.0,,,5.0,5.0,2.0,,4.0,,,5.0,2.0,,,,4.0,1.0,,,4.0,,,,1.0,,,1.0,4.0,,5.0,3.0,4.0
518.0,,,5.0,5.0,,,5.0,,5.0,2.0,,3.0,,,,,,,,,4.0,5.0,1.0,1.0,5.0,,,4.0,1.0,,1.0,,5.0,2.0,2.0,,2.0,,3.0,,1.0,,5.0,,3.0,3.0,,5.0,5.0,
519.0,2.0,,,,3.0,1.0,5.0,,2.0,1.0,,,,1.0,4.0,4.0,5.0,,,,4.0,3.0,,1.0,,2.0,,,5.0,3.0,5.0,,2.0,,5.0,5.0,,,,,3.0,5.0,,1.0,,2.0,,1.0,,4.0
520.0,4.0,,,,,,5.0,,,4.0,3.0,1.0,,,,,1.0,3.0,4.0,,5.0,,,,3.0,1.0,,3.0,3.0,,,,,,3.0,2.0,4.0,5.0,,4.0,4.0,5.0,2.0,3.0,2.0,4.0,,3.0,,
521.0,,4.0,5.0,1.0,,2.0,3.0,,5.0,4.0,2.0,1.0,,4.0,,,,5.0,,5.0,,,,,,5.0,,,,3.0,2.0,,2.0,4.0,5.0,3.0,4.0,3.0,,,2.0,2.0,3.0,,4.0,2.0,4.0,2.0,5.0,
522.0,1.0,,2.0,3.0,,,3.0,4.0,2.0,1.0,1.0,2.0,4.0,,3.0,2.0,,4.0,,3.0,,,,4.0,2.0,,4.0,1.0,2.0,3.0,,1.0,5.0,,,,4.0,,4.0,,1.0,,5.0,,3.0,,1.0,3.0,,
523.0,1.0,1.0,,1.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,1.0,3.0,4.0,,3.0,5.0,3.0,4.0,4.0,,,4.0,,,1.0,4.0,2.0,,5.0,5.0,1.0,,4.0,3.0,,1.0,,,5.0,2.0,1.0,,3.0,,,3.0,1.0,,2.0
524.0,,,5.0,2.0,4.0,,,1.0,2.0,4.0,2.0,1.0,4.0,,,4.0,2.0,1.0,1.0,,3.0,2.0,4.0,4.0,3.0,,,1.0,4.0,3.0,4.0,1.0,,3.0,,1.0,2.0,2.0,,3.0,,,,,4.0,,5.0,1.0,,5.0
525.0,4.0,1.0,4.0,,1.0,3.0,4.0,,,2.0,,,4.0,3.0,,3.0,4.0,5.0,5.0,2.0,,1.0,4.0,,,3.0,1.0,,,1.0,1.0,,4.0,,1.0,4.0,,,,5.0,3.0,1.0,,2.0,,1.0,,,3.0,4.0
526.0,1.0,2.0,4.0,1.0,5.0,,,,,3.0,,,4.0,,1.0,,4.0,2.0,,,,5.0,,,,1.0,,,,,,,,5.0,5.0,5.0,,2.0,,,5.0,4.0,,5.0,5.0,,1.0,5.0,,
527.0,,2.0,,2.0,2.0,,,,,,4.0,,4.0,,4.0,3.0,,2.0,,3.0,,,4.0,1.0,,,,4.0,,,4.0,,,3.0,,,4.0,,2.0,4.0,,3.0,1.0,3.0,1.0,1.0,,,,
528.0,,,3.0,,4.0,4.0,5.0,2.0,4.0,3.0,4.0,,,,1.0,,2.0,5.0,,4.0,3.0,3.0,,,2.0,4.0,,5.0,,5.0,,5.0,5.0,4.0,,2.0,3.0,4.0,,,,,5.0,2.0,3.0,,1.0,3.0,,3.0
529.0,,,,2.0,1.0,2.0,2.0,3.0,,1.0,,4.0,,,5.0,,1.0,,5.0,,5.0,,,,3.0,3.0,,,,4.0,3.0,3.0,,2.0,4.0,,,1.0,3.0,5.0,3.0,2.0,,,,4.0,5.0,,4.0,4.0
530.0,,4.0,,1.0,,,2.0,,5.0,3.0,5.0,,3.0,1.0,1.0,4.0,,3.0,4.0,5.0,1.0,,4.0,1.0,3.0,,,,,,3.0,4.0,4.0,3.0,5.0,1.0,3.0,,,,2.0,,5.0,2.0,,4.0,2.0,1.0,4.0,
531.0,,,1.0,,,2.0,,5.0,3.0,,1.0,,4.0,3.0,,,,,4.0,,4.0,,,2.0,1.0,,,3.0,4.0,3.0,,2.0,1.0,,,,2.0,5.0,4.0,5.0,5.0,,3.0,4.0,3.0,3.0,3.0,3.0,,
532.0,,,5.0,,5.0,,3.0,,3.0,,2.0,,2.0,,,3.0,4.0,,,2.0,5.0,,4.0,,,4.0,,2.0,5.0,4.0,5.0,,1.0,,4.0,,1.0,2.0,,,2.0,3.0,,,4.0,,5.0,5.0,2.0,
533.0,,,,2.0,,4.0,1.0,,3.0,1.0,,4.0,5.0,,,5.0,5.0,1.0,,1.0,5.0,,2.0,4.0,3.0,5.0,,2.0,,3.0,,,4.0,1.0,4.0,,5.0,,,3.0,4.0,1.0,4.0,4.0,,3.0,5.0,2.0,1.0,
534.0,4.0,3.0,4.0,1.0,3.0,2.0,,,,,2.0,,5.0,5.0,1.0,1.0,,5.0,,5.0,1.0,5.0,5.0,,4.0,,2.0,,3.0,4.0,,,4.0,,4.0,5.0,5.0,,3.0,2.0,1.0,,,4.0,,,,5.0,,4.0
535.0,,1.0,4.0,1.0,3.0,,4.0,5.0,,1.0,,4.0,4.0,1.0,,3.0,,,1.0,,,2.0,1.0,5.0,,,,,,3.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,4.0,2.0,1.0,,2.0,3.0,3.0,2.0,,,3.0
536.0,5.0,3.0,,2.0,,,,3.0,2.0,4.0,,,,,,1.0,,,4.0,,,2.0,2.0,2.0,1.0,4.0,2.0,,1.0,,3.0,2.0,2.0,1.0,3.0,,1.0,5.0,,,,1.0,5.0,,4.0,,,5.0,4.0,2.0
537.0,5.0,2.0,5.0,,1.0,,,3.0,,1.0,1.0,,5.0,,,2.0,5.0,5.0,5.0,,1.0,2.0,,,2.0,,,5.0,4.0,2.0,,5.0,,2.0,4.0,1.0,,1.0,1.0,4.0,,5.0,,,5.0,2.0,,,,1.0
538.0,,,,,5.0,,,2.0,1.0,1.0,4.0,4.0,5.0,4.0,,,,,,,4.0,4.0,4.0,5.0,3.0,,,3.0,2.0,1.0,,,,,1.0,,,5.0,3.0,4.0,1.0,,,4.0,5.0,1.0,5.0,2.0,,
539.0,4.0,2.0,,,,1.0,,1.0,5.0,,4.0,2.0,2.0,1.0,4.0,1.0,,,4.0,3.0,,3.0,1.0,4.0,,,,,,1.0,3.0,,4.0,,,3.0,2.0,2.0,,5.0,1.0,4.0,3.0,,3.0,,,1.0,5.0,2.0
540.0,,,1.0,,,1.0,5.0,5.0,,5.0,,2.0,2.0,4.0,,,5.0,5.0,4.0,1.0,,,3.0,,3.0,,,5.0,,2.0,5.0,5.0,,5.0,,,,,,5.0,5.0,2.0,1.0,,,5.0,,3.0,,5.0
541.0,,,,3.0,,2.0,,2.0,2.0,,1.0,2.0,2.0,4.0,,,,5.0,,4.0,3.0,3.0,,,,,,,4.0,,,,3.0,,1.0,,,,3.0,4.0,4.0,,1.0,,1.0,,,3.0,2.0,
542.0,2.0,5.0,1.0,,,,,,4.0,,4.0,2.0,4.0,3.0,2.0,,3.0,,5.0,,1.0,2.0,,1.0,4.0,2.0,2.0,,,,,,2.0,5.0,,,5.0,,4.0,,,1.0,,3.0,,,,,2.0,
543.0,,,4.0,3.0,,2.0,1.0,3.0,1.0,1.0,3.0,,,,5.0,,,,,5.0,,2.0,,,,,,,,,,,5.0,2.0,,,,,4.0,1.0,,3.0,3.0,5.0,,,2.0,5.0,,1.0
544.0,4.0,5.0,,,1.0,2.0,5.0,3.0,2.0,2.0,,4.0,3.0,,1.0,,3.0,2.0,2.0,,,,,,,1.0,5.0,,3.0,4.0,,,3.0,,,,1.0,,4.0,1.0,4.0,,5.0,,4.0,1.0,2.0,,3.0,
545.0,1.0,5.0,4.0,4.0,,1.0,3.0,,,3.0,5.0,,,,,5.0,2.0,,,4.0,4.0,,4.0,,,,1.0,,,,2.0,5.0,5.0,,2.0,,,,,5.0,4.0,1.0,,3.0,,2.0,,,,
546.0,,,,5.0,,,5.0,,,,1.0,,,,5.0,4.0,,4.0,3.0,,2.0,4.0,,5.0,4.0,1.0,5.0,,1.0,,,4.0,,,,5.0,1.0,4.0,,,3.0,1.0,4.0,,4.0,,,,3.0,
547.0,,,4.0,4.0,,5.0,,,3.0,5.0,4.0,,,1.0,5.0,,,5.0,5.0,4.0,4.0,,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,,1.0,3.0,,5.0,5.0,,,4.0,5.0,2.0,,,,1.0,4.0,1.0,,1.0,3.0
548.0,1.0,5.0,5.0,3.0,,1.0,3.0,,2.0,4.0,4.0,,,2.0,,4.0,4.0,,5.0,5.0,,1.0,1.0,,,,5.0,,1.0,,3.0,3.0,1.0,,,,3.0,4.0,,,4.0,2.0,2.0,1.0,3.0,,,5.0,,
549.0,,1.0,1.0,5.0,3.0,1.0,4.0,,3.0,1.0,,,,,,,5.0,1.0,2.0,5.0,5.0,2.0,,4.0,2.0,,,,4.0,,,4.0,3.0,5.0,,,1.0,3.0,,,,2.0,,,1.0,,,,,5.0
550.0,,,2.0,,,1.0,3.0,,,,3.0,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,,,,2.0,,3.0,,,,,,4.0,3.0,2.0,5.0,2.0,,2.0,,,5.0,1.0,5.0,3.0,,3.0,3.0,,3.0,2.0,3.0
551.0,1.0,1.0,3.0,,3.0,,5.0,,4.0,,,1.0,,,,,3.0,2.0,5.0,,4.0,,,5.0,5.0,,2.0,2.0,2.0,,,,1.0,2.0,5.0,,,5.0,4.0,,5.0,1.0,1.0,,2.0,3.0,5.0,3.0,,
552.0,1.0,4.0,5.0,1.0,2.0,4.0,,4.0,3.0,4.0,5.0,,3.0,1.0,5.0,3.0,,,,2.0,1.0,,5.0,,,1.0,1.0,,3.0,,,5.0,1.0,,1.0,4.0,1.0,4.0,2.0,5.0,2.0,,1.0,5.0,4.0,1.0,3.0,4.0,3.0,2.0
553.0,,1.0,3.0,2.0,2.0,,2.0,,5.0,5.0,,,1.0,3.0,,3.0,2.0,1.0,,4.0,,2.0,2.0,4.0,3.0,2.0,,,3.0,,5.0,,,,,,,2.0,3.0,,2.0,1.0,,3.0,4.0,,3.0,4.0,,
554.0,,,3.0,,5.0,1.0,,,3.0,,1.0,5.0,2.0,,5.0,,,5.0,4.0,2.0,5.0,,4.0,,4.0,,5.0,2.0,,,,1.0,,,,,,5.0,,5.0,,,5.0,,5.0,5.0,,4.0,2.0,
555.0,,2.0,1.0,4.0,,1.0,5.0,3.0,2.0,,3.0,4.0,3.0,4.0,,3.0,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,,4.0,,5.0,1.0,,,5.0,,2.0,,,3.0,,1.0,4.0,4.0,1.0,5.0,3.0,,2.0,,,
556.0,,,,3.0,,,1.0,4.0,4.0,5.0,,,,1.0,4.0,1.0,2.0,,,2.0,2.0,4.0,2.0,5.0,5.0,,2.0,,,4.0,2.0,2.0,,1.0,,4.0,2.0,,2.0,,,2.0,4.0,,2.0,,,,3.0,
557.0,1.0,2.0,,,3.0,,,,,,,1.0,1.0,,5.0,,3.0,5.0,,5.0,3.0,,4.0,,,,4.0,1.0,,1.0,1.0,,2.0,4.0,,3.0,2.0,,,,3.0,3.0,2.0,,3.0,5.0,5.0,4.0,,4.0
558.0,,,,,4.0,,4.0,,,,1.0,4.0,1.0,,,,,5.0,,,2.0,3.0,3.0,,3.0,,4.0,3.0,5.0,,2.0,,5.0,3.0,,4.0,,3.0,,5.0,5.0,4.0,,,,1.0,,5.0,,2.0
559.0,3.0,,3.0,1.0,2.0,,,4.0,1.0,,4.0,,1.0,5.0,3.0,3.0,,3.0,,,,5.0,,3.0,,3.0,2.0,,4.0,,5.0,,2.0,,2.0,,4.0,3.0,,,,,2.0,2.0,5.0,1.0,,3.0,4.0,4.0
560.0,4.0,5.0,1.0,2.0,,5.0,2.0,5.0,,3.0,3.0,3.0,3.0,,5.0,1.0,,3.0,,1.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,,1.0,,3.0,3.0,1.0,1.0,,,,,1.0,4.0,,1.0,3.0,1.0,5.0,5.0,5.0,4.0,
561.0,4.0,,3.0,1.0,5.0,,,2.0,,,,3.0,,,4.0,3.0,1.0,,2.0,,,,,,1.0,1.0,,3.0,,5.0,,,3.0,,,5.0,4.0,,1.0,1.0,5.0,,1.0,1.0,3.0,,1.0,,,1.0
562.0,3.0,,1.0,,,2.0,,,1.0,,,,2.0,,2.0,5.0,,5.0,,,,,,,,5.0,,2.0,,,,2.0,,,4.0,1.0,3.0,,3.0,5.0,5.0,4.0,,,3.0,4.0,,3.0,,4.0
563.0,1.0,,4.0,,,,,2.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,,,,,4.0,2.0,,,4.0,,4.0,,,,1.0,2.0,4.0,1.0,,5.0,3.0,1.0,,,5.0,4.0,,,2.0,,,,3.0,5.0,3.0
564.0,1.0,4.0,3.0,,4.0,,,,2.0,5.0,2.0,,4.0,,5.0,1.0,1.0,,,,,5.0,,,,,,4.0,,2.0,5.0,3.0,,4.0,5.0,1.0,,3.0,,,,,5.0,4.0,4.0,,,,2.0,
565.0,,4.0,5.0,,,4.0,,,5.0,1.0,4.0,1.0,5.0,,,,,1.0,2.0,4.0,1.0,3.0,,2.0,,,,,,1.0,,,2.0,,2.0,4.0,1.0,4.0,1.0,5.0,,,,1.0,,2.0,4.0,1.0,,
566.0,,1.0,,1.0,4.0,,4.0,4.0,,1.0,3.0,5.0,4.0,,1.0,,,5.0,5.0,1.0,,,4.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,1.0,3.0,,,3.0,,2.0,,,4.0,3.0,,1.0,2.0,4.0,4.0,5.0,3.0,,3.0
567.0,4.0,3.0,5.0,,,3.0,,,5.0,,4.0,,3.0,3.0,,1.0,3.0,4.0,5.0,,,2.0,,5.0,4.0,,1.0,,,4.0,5.0,5.0,2.0,3.0,5.0,,,,1.0,4.0,5.0,,2.0,2.0,2.0,,5.0,4.0,1.0,5.0
568.0,3.0,2.0,5.0,,,,4.0,1.0,4.0,,,1.0,,,3.0,,,1.0,5.0,3.0,1.0,2.0,5.0,1.0,,3.0,,2.0,1.0,1.0,2.0,1.0,,4.0,4.0,2.0,4.0,,,2.0,4.0,,5.0,3.0,3.0,,,3.0,4.0,5.0
569.0,3.0,,,4.0,,3.0,3.0,3.0,,,4.0,,,,,,1.0,2.0,2.0,,5.0,,4.0,1.0,1.0,,,4.0,,,3.0,,2.0,,3.0,,2.0,5.0,,,,3.0,,,,1.0,5.0,4.0,,
570.0,1.0,,,3.0,,,,4.0,5.0,,4.0,2.0,2.0,4.0,2.0,,5.0,3.0,2.0,,4.0,,,3.0,3.0,,4.0,1.0,2.0,4.0,5.0,3.0,4.0,,1.0,4.0,5.0,4.0,2.0,,,,,,,,4.0,1.0,2.0,5.0
571.0,,,,,2.0,2.0,2.0,,2.0,,1.0,1.0,5.0,,4.0,,2.0,2.0,4.0,5.0,,,5.0,,,1.0,,,,5.0,3.0,,,2.0,,2.0,,2.0,2.0,1.0,,,2.0,1.0,1.0,5.0,1.0,4.0,,1.0
572.0,,,1.0,,,,1.0,,1.0,,4.0,,,5.0,,5.0,,,5.0,2.0,,1.0,2.0,2.0,,5.0,,,5.0,,3.0,,,,,,5.0,5.0,,,,,,2.0,,1.0,,,,
573.0,5.0,,,,4.0,,1.0,,,,,2.0,3.0,2.0,1.0,4.0,5.0,,1.0,2.0,,,,1.0,,3.0,2.0,,2.0,3.0,2.0,,,,,,2.0,,4.0,4.0,2.0,,,3.0,2.0,,5.0,,2.0,5.0
574.0,2.0,3.0,2.0,5.0,,3.0,3.0,,,,,,2.0,,2.0,3.0,5.0,,,5.0,4.0,4.0,,2.0,,4.0,2.0,,4.0,,4.0,3.0,,,,5.0,2.0,2.0,,2.0,,1.0,1.0,3.0,1.0,5.0,,2.0,5.0,2.0
575.0,5.0,2.0,4.0,2.0,4.0,,,,,3.0,,1.0,2.0,,4.0,,2.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,,,1.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,,,3.0,3.0,,,,4.0,,,,1.0,,2.0,,
576.0,2.0,1.0,,,,2.0,,5.0,,2.0,,,2.0,3.0,5.0,2.0,1.0,,4.0,5.0,2.0,,,1.0,,,,3.0,,3.0,3.0,,,4.0,,5.0,4.0,3.0,1.0,4.0,,5.0,2.0,2.0,,1.0,5.0,1.0,2.0,2.0
577.0,1.0,,1.0,2.0,1.0,3.0,3.0,,,4.0,2.0,,3.0,3.0,,,,,,,2.0,5.0,,4.0,1.0,1.0,,,5.0,1.0,,,,,,,4.0,,,,4.0,1.0,,,,5.0,2.0,,2.0,1.0
578.0,1.0,,,1.0,5.0,5.0,4.0,,,,,1.0,4.0,4.0,3.0,,5.0,5.0,,5.0,5.0,,5.0,3.0,1.0,5.0,2.0,,1.0,,5.0,5.0,1.0,,1.0,,4.0,,1.0,,,3.0,,3.0,,,4.0,,1.0,4.0
579.0,4.0,1.0,,,2.0,,2.0,4.0,2.0,1.0,5.0,4.0,,,2.0,,4.0,,3.0,,4.0,,,,,,2.0,5.0,,2.0,3.0,,,,5.0,2.0,,,3.0,4.0,2.0,1.0,1.0,,,5.0,,4.0,,3.0
580.0,4.0,5.0,,2.0,,2.0,,3.0,5.0,,4.0,5.0,5.0,,5.0,5.0,,,,5.0,5.0,,5.0,,,,,,3.0,4.0,4.0,,1.0,,,3.0,,,1.0,4.0,2.0,1.0,4.0,4.0,3.0,,,,3.0,3.0
581.0,2.0,5.0,,1.0,4.0,,3.0,4.0,,1.0,,3.0,3.0,,,2.0,2.0,3.0,3.0,,1.0,,,3.0,,,,2.0,,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,,,,,,,,4.0,,,,4.0,3.0
582.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,5.0,3.0,2.0,3.0,2.0,1.0,,1.0,,,,2.0,4.0,,2.0,,4.0,,,5.0,,1.0,3.0,,4.0,3.0,,3.0,1.0,,3.0,1.0,,3.0,3.0,,3.0,
